Horário;Conta;Instrumento;Lado;QtdOrdem;QtdExecucaoAtual;QtdExecutadaAcumulada;PrecoExecutado;NotionalOrdem;NotionalExecuçãoAtual;NotionalExecuçãoAcumulada;EnteringTrader
2021-11-22T00:09:14.920;298833807;ITUB;C;9.0;9.0;9.0;1.33260314915588;11.99342834240292;11.99342834240292;11.99342834240292;298833807
2021-11-22T00:09:14.920;853085433;B3SA;C;7.0;7.0;7.0;1.60530640819774;11.23714485738418;11.23714485738418;11.23714485738418;853085433
2021-11-22T00:09:14.920;783617353;BBDC;C;1.0;1.0;1.0;1.35337489966827;1.35337489966827;1.35337489966827;1.35337489966827;783617353
2021-11-22T00:09:14.920;853085433;GOLL;V;3.0;3.0;3.0;1.55458439686319;4.663753190589571;4.663753190589571;4.663753190589571;853085433
2021-11-22T00:09:14.921;98863281;ITUB;V;2.0;2.0;2.0;1.85292638610683;3.70585277221366;3.70585277221366;3.70585277221366;98863281
2021-11-22T00:09:14.921;298833807;GOLL;C;9.0;9.0;9.0;1.37165205124219;12.34486846117971;12.34486846117971;12.34486846117971;298833807
2021-11-22T00:09:14.921;319679029;PETR;C;10.0;10.0;10.0;1.49737861410828;14.973786141082801;14.973786141082801;14.973786141082801;319679029
2021-11-22T00:09:14.921;720048195;ITUB;V;1.0;1.0;1.0;1.69787766971615;1.69787766971615;1.69787766971615;1.69787766971615;720048195
2021-11-22T00:09:14.922;783617353;B3SA;V;1.0;1.0;1.0;1.91257829196153;1.91257829196153;1.91257829196153;1.91257829196153;783617353
2021-11-22T00:09:14.922;720048195;EQTL;C;6.0;6.0;6.0;1.04358223483513;6.2614934090107806;6.2614934090107806;6.2614934090107806;720048195
2021-11-22T00:09:14.922;915841834;ABEV;V;8.0;8.0;8.0;1.02152204710638;8.17217637685104;8.17217637685104;8.17217637685104;915841834
2021-11-22T00:09:14.922;98863281;VALE;V;6.0;6.0;6.0;1.44213561795527;8.652813707731621;8.652813707731621;8.652813707731621;98863281
2021-11-22T00:09:14.922;720048195;B3SA;V;5.0;5.0;5.0;1.65869368787489;8.29346843937445;8.29346843937445;8.29346843937445;720048195
2021-11-22T00:09:14.922;182178199;BBAS;V;6.0;6.0;6.0;1.71986686372795;10.3192011823677;10.3192011823677;10.3192011823677;182178199
2021-11-22T00:09:14.922;319679029;MGLU;C;10.0;10.0;10.0;1.58265157349977;15.826515734997699;15.826515734997699;15.826515734997699;319679029
2021-11-22T00:09:14.922;319679029;B3SA;C;3.0;3.0;3.0;1.2805637141969;3.8416911425907;3.8416911425907;3.8416911425907;319679029
2021-11-22T00:09:14.922;783617353;BBAS;C;9.0;9.0;9.0;1.07110398665137;9.63993587986233;9.63993587986233;9.63993587986233;783617353
2021-11-22T00:09:14.922;319679029;BBAS;V;4.0;4.0;4.0;1.51276669546561;6.05106678186244;6.05106678186244;6.05106678186244;319679029
2021-11-22T00:09:14.922;947370826;B3SA;C;6.0;6.0;6.0;1.38191343309207;8.29148059855242;8.29148059855242;8.29148059855242;947370826
2021-11-22T00:09:14.922;922570858;BBAS;C;3.0;3.0;3.0;1.89607790034883;5.68823370104649;5.68823370104649;5.68823370104649;922570858
2021-11-22T00:09:14.922;783617353;BBAS;V;3.0;3.0;3.0;1.16343114103526;3.49029342310578;3.49029342310578;3.49029342310578;783617353
2021-11-22T00:09:14.922;720048195;EQTL;V;7.0;7.0;7.0;1.54085310494673;10.78597173462711;10.78597173462711;10.78597173462711;720048195
2021-11-22T00:09:14.922;182178199;MGLU;C;1.0;1.0;1.0;1.05928580423342;1.05928580423342;1.05928580423342;1.05928580423342;182178199
2021-11-22T00:09:14.922;182178199;GOLL;V;7.0;7.0;7.0;1.73812213855126;12.16685496985882;12.16685496985882;12.16685496985882;182178199
2021-11-22T00:09:14.922;947370826;BBDC;V;5.0;5.0;5.0;1.17953912572529;5.89769562862645;5.89769562862645;5.89769562862645;947370826
2021-11-22T00:09:14.922;182178199;EQTL;C;6.0;6.0;6.0;1.09417035951613;6.565022157096781;6.565022157096781;6.565022157096781;182178199
2021-11-22T00:09:14.922;947370826;B3SA;V;7.0;7.0;7.0;1.17415733552833;8.21910134869831;8.21910134869831;8.21910134869831;947370826
2021-11-22T00:09:14.922;783617353;ABEV;C;5.0;5.0;5.0;1.57708976574199;7.88544882870995;7.88544882870995;7.88544882870995;783617353
2021-11-22T00:09:14.922;319679029;BBDC;C;6.0;6.0;6.0;1.56436913394701;9.38621480368206;9.38621480368206;9.38621480368206;319679029
2021-11-22T00:09:14.922;853085433;EQTL;V;9.0;9.0;9.0;1.13629521572746;10.22665694154714;10.22665694154714;10.22665694154714;853085433
2021-11-22T00:09:14.922;182178199;EQTL;C;7.0;7.0;7.0;1.09633017289724;7.674311210280681;7.674311210280681;7.674311210280681;182178199
2021-11-22T00:09:14.922;922570858;ITUB;V;9.0;9.0;9.0;1.43491020298224;12.91419182684016;12.91419182684016;12.91419182684016;922570858
2021-11-22T00:09:14.922;783617353;BBAS;C;8.0;8.0;8.0;1.8282121373911;14.6256970991288;14.6256970991288;14.6256970991288;783617353
2021-11-22T00:09:14.922;182178199;EQTL;V;6.0;6.0;6.0;1.56490504228871;9.389430253732261;9.389430253732261;9.389430253732261;182178199
2021-11-22T00:09:14.922;915841834;PETR;V;9.0;9.0;9.0;1.219482985913;10.975346873217001;10.975346873217001;10.975346873217001;915841834
2021-11-22T00:09:14.922;319679029;VALE;C;4.0;4.0;4.0;1.77615950071472;7.10463800285888;7.10463800285888;7.10463800285888;319679029
2021-11-22T00:09:14.922;319679029;ABEV;V;10.0;10.0;10.0;1.23201023090231;12.320102309023099;12.320102309023099;12.320102309023099;319679029
2021-11-22T00:09:14.922;947370826;VALE;V;2.0;2.0;2.0;1.81606712792932;3.63213425585864;3.63213425585864;3.63213425585864;947370826
2021-11-22T00:09:14.922;98863281;VALE;C;8.0;8.0;8.0;1.56600804684999;12.52806437479992;12.52806437479992;12.52806437479992;98863281
2021-11-22T00:09:14.922;783617353;EQTL;V;3.0;3.0;3.0;1.87402864775969;5.622085943279069;5.622085943279069;5.622085943279069;783617353
2021-11-22T00:09:14.922;298833807;VALE;V;9.0;9.0;9.0;1.72955627603524;15.56600648431716;15.56600648431716;15.56600648431716;298833807
2021-11-22T00:09:14.922;319679029;EQTL;C;10.0;10.0;10.0;1.13051897814303;11.3051897814303;11.3051897814303;11.3051897814303;319679029
2021-11-22T00:09:14.922;98863281;MGLU;C;10.0;10.0;10.0;1.49911606656901;14.9911606656901;14.9911606656901;14.9911606656901;98863281
2021-11-22T00:09:14.922;915841834;EQTL;C;8.0;8.0;8.0;1.75979960779323;14.07839686234584;14.07839686234584;14.07839686234584;915841834
2021-11-22T00:09:14.922;98863281;BBAS;V;3.0;3.0;3.0;1.11719706020555;3.3515911806166505;3.3515911806166505;3.3515911806166505;98863281
2021-11-22T00:09:14.922;720048195;VALE;C;5.0;5.0;5.0;1.06558076329836;5.3279038164918004;5.3279038164918004;5.3279038164918004;720048195
2021-11-22T00:09:14.922;720048195;BBAS;C;7.0;7.0;7.0;1.00366424994815;7.025649749637051;7.025649749637051;7.025649749637051;720048195
2021-11-22T00:09:14.922;98863281;ITUB;V;2.0;2.0;2.0;1.58901980249177;3.17803960498354;3.17803960498354;3.17803960498354;98863281
2021-11-22T00:09:14.922;915841834;ABEV;C;7.0;7.0;7.0;1.09673553739948;7.67714876179636;7.67714876179636;7.67714876179636;915841834
2021-11-22T00:09:14.922;182178199;BBAS;V;4.0;4.0;4.0;1.59855709012241;6.39422836048964;6.39422836048964;6.39422836048964;182178199
2021-11-22T00:09:14.922;182178199;ABEV;V;8.0;8.0;8.0;1.14559959811602;9.16479678492816;9.16479678492816;9.16479678492816;182178199
2021-11-22T00:09:14.922;720048195;BBAS;V;1.0;1.0;1.0;1.89189620257197;1.89189620257197;1.89189620257197;1.89189620257197;720048195
2021-11-22T00:09:14.922;298833807;BBDC;V;8.0;8.0;8.0;1.2691316972761;10.1530535782088;10.1530535782088;10.1530535782088;298833807
2021-11-22T00:09:14.922;182178199;MGLU;C;3.0;3.0;3.0;1.38109479386085;4.14328438158255;4.14328438158255;4.14328438158255;182178199
2021-11-22T00:09:14.922;947370826;ITUB;C;7.0;7.0;7.0;1.73956591720854;12.17696142045978;12.17696142045978;12.17696142045978;947370826
2021-11-22T00:09:14.922;783617353;ITUB;V;1.0;1.0;1.0;1.97407137741283;1.97407137741283;1.97407137741283;1.97407137741283;783617353
2021-11-22T00:09:14.922;319679029;B3SA;C;3.0;3.0;3.0;1.86850554399388;5.60551663198164;5.60551663198164;5.60551663198164;319679029
2021-11-22T00:09:14.922;783617353;EQTL;V;7.0;7.0;7.0;1.45993436921129;10.21954058447903;10.21954058447903;10.21954058447903;783617353
2021-11-22T00:09:14.922;182178199;ITUB;C;1.0;1.0;1.0;1.96411618958954;1.96411618958954;1.96411618958954;1.96411618958954;182178199
2021-11-22T00:09:14.922;853085433;B3SA;V;4.0;4.0;4.0;1.01187208112521;4.04748832450084;4.04748832450084;4.04748832450084;853085433
2021-11-22T00:09:14.922;915841834;VALE;V;8.0;8.0;8.0;1.18618403602403;9.48947228819224;9.48947228819224;9.48947228819224;915841834
2021-11-22T00:09:14.922;720048195;VALE;C;10.0;10.0;10.0;1.58497179790137;15.8497179790137;15.8497179790137;15.8497179790137;720048195
2021-11-22T00:09:14.922;783617353;PETR;C;8.0;8.0;8.0;1.26897849626812;10.15182797014496;10.15182797014496;10.15182797014496;783617353
2021-11-22T00:09:14.922;98863281;B3SA;V;5.0;5.0;5.0;1.84305137332764;9.2152568666382;9.2152568666382;9.2152568666382;98863281
2021-11-22T00:09:14.922;915841834;ABEV;C;4.0;4.0;4.0;1.6799442715952;6.7197770863808;6.7197770863808;6.7197770863808;915841834
2021-11-22T00:09:14.922;783617353;ABEV;V;2.0;2.0;2.0;1.51718414313894;3.03436828627788;3.03436828627788;3.03436828627788;783617353
2021-11-22T00:09:14.922;298833807;BBAS;V;3.0;3.0;3.0;1.74151887981747;5.22455663945241;5.22455663945241;5.22455663945241;298833807
2021-11-22T00:09:14.922;298833807;EQTL;V;7.0;7.0;7.0;1.3587259884039;9.5110819188273;9.5110819188273;9.5110819188273;298833807
2021-11-22T00:09:14.922;182178199;ITUB;C;4.0;4.0;4.0;1.08180548479015;4.3272219391606;4.3272219391606;4.3272219391606;182178199
2021-11-22T00:09:14.922;853085433;ABEV;V;8.0;8.0;8.0;1.63279958330098;13.06239666640784;13.06239666640784;13.06239666640784;853085433
2021-11-22T00:09:14.922;853085433;B3SA;C;10.0;10.0;10.0;1.66368368368161;16.6368368368161;16.6368368368161;16.6368368368161;853085433
2021-11-22T00:09:14.922;319679029;VALE;V;5.0;5.0;5.0;1.09082074446219;5.4541037223109505;5.4541037223109505;5.4541037223109505;319679029
2021-11-22T00:09:14.922;922570858;MGLU;C;4.0;4.0;4.0;1.9430114610691;7.7720458442764;7.7720458442764;7.7720458442764;922570858
2021-11-22T00:09:14.922;298833807;BBAS;C;9.0;9.0;9.0;1.99436491753439;17.94928425780951;17.94928425780951;17.94928425780951;298833807
2021-11-22T00:09:14.922;98863281;EQTL;C;3.0;3.0;3.0;1.17710303953863;3.53130911861589;3.53130911861589;3.53130911861589;98863281
2021-11-22T00:09:14.922;298833807;VALE;C;7.0;7.0;7.0;1.77809197929502;12.44664385506514;12.44664385506514;12.44664385506514;298833807
2021-11-22T00:09:14.922;720048195;ITUB;V;6.0;6.0;6.0;1.30088568103028;7.80531408618168;7.80531408618168;7.80531408618168;720048195
2021-11-22T00:09:14.922;947370826;BBDC;V;10.0;10.0;10.0;1.76138225034404;17.6138225034404;17.6138225034404;17.6138225034404;947370826
2021-11-22T00:09:14.922;915841834;GOLL;C;1.0;1.0;1.0;1.43136136308873;1.43136136308873;1.43136136308873;1.43136136308873;915841834
2021-11-22T00:09:14.922;98863281;MGLU;V;7.0;7.0;7.0;1.97394647806991;13.81762534648937;13.81762534648937;13.81762534648937;98863281
2021-11-22T00:09:14.922;298833807;EQTL;V;6.0;6.0;6.0;1.24765585235114;7.485935114106841;7.485935114106841;7.485935114106841;298833807
2021-11-22T00:09:14.922;922570858;VALE;V;7.0;7.0;7.0;1.20759798575736;8.45318590030152;8.45318590030152;8.45318590030152;922570858
2021-11-22T00:09:14.922;922570858;BBDC;C;9.0;9.0;9.0;1.11876875950608;10.06891883555472;10.06891883555472;10.06891883555472;922570858
2021-11-22T00:09:14.922;319679029;BBAS;C;6.0;6.0;6.0;1.69389254584473;10.16335527506838;10.16335527506838;10.16335527506838;319679029
2021-11-22T00:09:14.922;947370826;VALE;C;9.0;9.0;9.0;1.30138834563346;11.712495110701141;11.712495110701141;11.712495110701141;947370826
2021-11-22T00:09:14.938;182178199;GOLL;C;4.0;4.0;4.0;1.5528516449621;6.2114065798484;6.2114065798484;6.2114065798484;182178199
2021-11-22T00:09:14.938;783617353;EQTL;V;7.0;7.0;7.0;1.8227746988433;12.7594228919031;12.7594228919031;12.7594228919031;783617353
2021-11-22T00:09:14.938;298833807;EQTL;V;1.0;1.0;1.0;1.86698244642728;1.86698244642728;1.86698244642728;1.86698244642728;298833807
2021-11-22T00:09:14.938;853085433;EQTL;V;4.0;4.0;4.0;1.72249446264334;6.88997785057336;6.88997785057336;6.88997785057336;853085433
2021-11-22T00:09:14.938;915841834;BBAS;V;10.0;10.0;10.0;1.86960088797625;18.696008879762502;18.696008879762502;18.696008879762502;915841834
2021-11-22T00:09:14.938;720048195;ITUB;C;3.0;3.0;3.0;1.59681464101527;4.79044392304581;4.79044392304581;4.79044392304581;720048195
2021-11-22T00:09:14.938;298833807;GOLL;V;6.0;6.0;6.0;1.56991073592107;9.41946441552642;9.41946441552642;9.41946441552642;298833807
2021-11-22T00:09:14.938;319679029;ITUB;V;5.0;5.0;5.0;1.28059620646932;6.4029810323466;6.4029810323466;6.4029810323466;319679029
2021-11-22T00:09:14.938;298833807;B3SA;C;2.0;2.0;2.0;1.55758372874033;3.11516745748066;3.11516745748066;3.11516745748066;298833807
2021-11-22T00:09:14.938;720048195;ITUB;V;7.0;7.0;7.0;1.7185409471532;12.029786630072401;12.029786630072401;12.029786630072401;720048195
2021-11-22T00:09:14.938;720048195;BBDC;V;2.0;2.0;2.0;1.32898245737027;2.65796491474054;2.65796491474054;2.65796491474054;720048195
2021-11-22T00:09:14.938;922570858;ABEV;C;1.0;1.0;1.0;1.12088015469169;1.12088015469169;1.12088015469169;1.12088015469169;922570858
2021-11-22T00:09:14.938;783617353;GOLL;V;4.0;4.0;4.0;1.36786109623343;5.47144438493372;5.47144438493372;5.47144438493372;783617353
2021-11-22T00:09:14.938;783617353;PETR;V;1.0;1.0;1.0;1.75134244045679;1.75134244045679;1.75134244045679;1.75134244045679;783617353
2021-11-22T00:09:14.938;298833807;VALE;C;9.0;9.0;9.0;1.72956896039216;15.566120643529441;15.566120643529441;15.566120643529441;298833807
2021-11-22T00:09:14.938;853085433;MGLU;V;7.0;7.0;7.0;1.70338777427318;11.92371441991226;11.92371441991226;11.92371441991226;853085433
2021-11-22T00:09:14.938;98863281;MGLU;C;10.0;10.0;10.0;1.7456995099695;17.456995099695;17.456995099695;17.456995099695;98863281
2021-11-22T00:09:14.938;319679029;BBDC;C;6.0;6.0;6.0;1.87927674995427;11.27566049972562;11.27566049972562;11.27566049972562;319679029
2021-11-22T00:09:14.938;720048195;VALE;V;8.0;8.0;8.0;1.44321839129324;11.54574713034592;11.54574713034592;11.54574713034592;720048195
2021-11-22T00:09:14.938;182178199;VALE;C;3.0;3.0;3.0;1.06192420306888;3.18577260920664;3.18577260920664;3.18577260920664;182178199
2021-11-22T00:09:14.938;922570858;BBAS;C;10.0;10.0;10.0;1.53662828828079;15.3662828828079;15.3662828828079;15.3662828828079;922570858
2021-11-22T00:09:14.938;915841834;GOLL;C;5.0;5.0;5.0;1.8048961364915;9.024480682457499;9.024480682457499;9.024480682457499;915841834
2021-11-22T00:09:14.938;319679029;BBAS;V;7.0;7.0;7.0;1.02389348178753;7.16725437251271;7.16725437251271;7.16725437251271;319679029
2021-11-22T00:09:14.938;922570858;ABEV;V;9.0;9.0;9.0;1.35572540425074;12.201528638256661;12.201528638256661;12.201528638256661;922570858
2021-11-22T00:09:14.938;783617353;MGLU;C;2.0;2.0;2.0;1.07785417176304;2.15570834352608;2.15570834352608;2.15570834352608;783617353
2021-11-22T00:09:14.938;853085433;MGLU;C;8.0;8.0;8.0;1.53390319681886;12.27122557455088;12.27122557455088;12.27122557455088;853085433
2021-11-22T00:09:14.938;182178199;B3SA;V;10.0;10.0;10.0;1.95294918339016;19.5294918339016;19.5294918339016;19.5294918339016;182178199
2021-11-22T00:09:14.938;182178199;B3SA;C;6.0;6.0;6.0;1.40592747614408;8.435564856864481;8.435564856864481;8.435564856864481;182178199
2021-11-22T00:09:14.938;182178199;BBAS;C;1.0;1.0;1.0;1.08119583374622;1.08119583374622;1.08119583374622;1.08119583374622;182178199
2021-11-22T00:09:14.938;98863281;VALE;C;5.0;5.0;5.0;1.13054816574208;5.6527408287103995;5.6527408287103995;5.6527408287103995;98863281
2021-11-22T00:09:14.938;922570858;B3SA;C;6.0;6.0;6.0;1.49011711724976;8.94070270349856;8.94070270349856;8.94070270349856;922570858
2021-11-22T00:09:14.938;947370826;BBAS;C;7.0;7.0;7.0;1.67634347435292;11.73440432047044;11.73440432047044;11.73440432047044;947370826
2021-11-22T00:09:14.938;915841834;GOLL;C;9.0;9.0;9.0;1.98620952458407;17.87588572125663;17.87588572125663;17.87588572125663;915841834
2021-11-22T00:09:14.938;98863281;VALE;C;4.0;4.0;4.0;1.30928201202022;5.23712804808088;5.23712804808088;5.23712804808088;98863281
2021-11-22T00:09:14.938;182178199;MGLU;V;10.0;10.0;10.0;1.8495676190733;18.495676190733;18.495676190733;18.495676190733;182178199
2021-11-22T00:09:14.938;783617353;MGLU;V;3.0;3.0;3.0;1.54847754553094;4.645432636592821;4.645432636592821;4.645432636592821;783617353
2021-11-22T00:09:14.938;298833807;B3SA;C;6.0;6.0;6.0;1.76143581946591;10.568614916795461;10.568614916795461;10.568614916795461;298833807
2021-11-22T00:09:14.938;783617353;VALE;V;8.0;8.0;8.0;1.10428977132073;8.83431817056584;8.83431817056584;8.83431817056584;783617353
2021-11-22T00:09:14.938;298833807;B3SA;C;4.0;4.0;4.0;1.43372454300762;5.73489817203048;5.73489817203048;5.73489817203048;298833807
2021-11-22T00:09:14.938;853085433;ITUB;V;2.0;2.0;2.0;1.92181090695631;3.84362181391262;3.84362181391262;3.84362181391262;853085433
2021-11-22T00:09:14.938;947370826;ITUB;V;8.0;8.0;8.0;1.27029848383646;10.16238787069168;10.16238787069168;10.16238787069168;947370826
2021-11-22T00:09:14.938;319679029;ITUB;C;3.0;3.0;3.0;1.9101918900564;5.7305756701692;5.7305756701692;5.7305756701692;319679029
2021-11-22T00:09:14.938;182178199;BBAS;C;10.0;10.0;10.0;1.94107977638597;19.410797763859698;19.410797763859698;19.410797763859698;182178199
2021-11-22T00:09:14.938;720048195;MGLU;C;3.0;3.0;3.0;1.66830118768421;5.00490356305263;5.00490356305263;5.00490356305263;720048195
2021-11-22T00:09:14.938;98863281;BBDC;C;7.0;7.0;7.0;1.80230186277463;12.616113039422409;12.616113039422409;12.616113039422409;98863281
2021-11-22T00:09:14.938;853085433;B3SA;C;10.0;10.0;10.0;1.26885474212034;12.688547421203399;12.688547421203399;12.688547421203399;853085433
2021-11-22T00:09:14.938;720048195;EQTL;V;5.0;5.0;5.0;1.65569451910437;8.27847259552185;8.27847259552185;8.27847259552185;720048195
2021-11-22T00:09:14.938;319679029;BBDC;C;3.0;3.0;3.0;1.78724432532275;5.36173297596825;5.36173297596825;5.36173297596825;319679029
2021-11-22T00:09:14.938;783617353;GOLL;C;2.0;2.0;2.0;1.25214804668144;2.50429609336288;2.50429609336288;2.50429609336288;783617353
2021-11-22T00:09:14.938;853085433;BBAS;C;9.0;9.0;9.0;1.24934768686148;11.244129181753319;11.244129181753319;11.244129181753319;853085433
2021-11-22T00:09:14.938;783617353;GOLL;V;6.0;6.0;6.0;1.00680168211223;6.0408100926733805;6.0408100926733805;6.0408100926733805;783617353
2021-11-22T00:09:14.938;98863281;PETR;V;4.0;4.0;4.0;1.08633781259739;4.34535125038956;4.34535125038956;4.34535125038956;98863281
2021-11-22T00:09:14.938;298833807;ABEV;V;5.0;5.0;5.0;1.8739117624641;9.3695588123205;9.3695588123205;9.3695588123205;298833807
2021-11-22T00:09:14.938;783617353;GOLL;C;8.0;8.0;8.0;1.20792419177954;9.66339353423632;9.66339353423632;9.66339353423632;783617353
2021-11-22T00:09:14.938;922570858;EQTL;V;9.0;9.0;9.0;1.96964403507247;17.72679631565223;17.72679631565223;17.72679631565223;922570858
2021-11-22T00:09:14.938;947370826;BBDC;C;1.0;1.0;1.0;1.92473009270563;1.92473009270563;1.92473009270563;1.92473009270563;947370826
2021-11-22T00:09:14.938;783617353;GOLL;C;6.0;6.0;6.0;1.00168888985292;6.01013333911752;6.01013333911752;6.01013333911752;783617353
2021-11-22T00:09:14.938;182178199;BBAS;V;4.0;4.0;4.0;1.02599830051423;4.10399320205692;4.10399320205692;4.10399320205692;182178199
2021-11-22T00:09:14.938;298833807;PETR;V;4.0;4.0;4.0;1.87045192045833;7.48180768183332;7.48180768183332;7.48180768183332;298833807
2021-11-22T00:09:14.938;182178199;PETR;V;6.0;6.0;6.0;1.24463307998146;7.46779847988876;7.46779847988876;7.46779847988876;182178199
2021-11-22T00:09:14.938;182178199;VALE;V;6.0;6.0;6.0;1.28194113978757;7.69164683872542;7.69164683872542;7.69164683872542;182178199
2021-11-22T00:09:14.938;922570858;VALE;V;4.0;4.0;4.0;1.3126499157415;5.250599662966;5.250599662966;5.250599662966;922570858
2021-11-22T00:09:14.938;915841834;BBDC;V;5.0;5.0;5.0;1.31049231091795;6.55246155458975;6.55246155458975;6.55246155458975;915841834
